combo,combo_title,metric_family,metric,percentile,policy,policy_label,per_gpu_rate,mean,min,max,unit,window_low,window_high
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p90,p90,phase,PhaseServe,0.75,0.15284256522555376,0.1528180694808184,0.1528670609702891,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p90,p90,phase,PhaseServe,1.0,0.6453895320564588,0.5327376060071398,0.7580414581057777,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p90,p90,phase,PhaseServe,1.25,0.8771359785654599,0.8032780985821923,0.9509938585487274,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p90,p90,phase,PhaseServe,1.5,0.949615618684212,0.8795043552613114,1.0197268821071126,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p90,p90,phase,PhaseServe,1.75,0.989722616137511,0.9252564711133816,1.0541887611616405,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p90,p90,phase,PhaseServe,2.0,1.0985696247415508,0.9970469818665424,1.2000922676165595,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p95,p95,fcfs,DistServe,0.75,1.4273831235660093,1.330987695051978,1.5237785520800406,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p95,p95,fcfs,DistServe,1.0,2.1776806958728585,2.0053843985622146,2.3499769931835024,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p95,p95,fcfs,DistServe,1.25,2.46117018581782,2.164795656998953,2.7575447146366874,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p95,p95,fcfs,DistServe,1.5,2.4595296317137163,2.1440335135596493,2.7750257498677833,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p95,p95,fcfs,DistServe,1.75,2.4897792093817976,2.1957730895994856,2.78378532916411,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p95,p95,fcfs,DistServe,2.0,2.5775965042950393,2.365010598450901,2.7901824101391774,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p95,p95,phase,PhaseServe,0.75,0.27717254655125245,0.2664601187035442,0.2878849743989607,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p95,p95,phase,PhaseServe,1.0,1.1365010690197912,0.9456502706775528,1.3273518673620297,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p95,p95,phase,PhaseServe,1.25,1.5786787134657312,1.2765155909862371,1.8808418359452252,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p95,p95,phase,PhaseServe,1.5,1.924250053823151,1.6494519198685884,2.1990481877777137,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p95,p95,phase,PhaseServe,1.75,2.213280624344372,2.1945148062364543,2.232046442452289,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p95,p95,phase,PhaseServe,2.0,2.196470000580666,2.1277254723074575,2.2652145288538743,s/token,0.75,2.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,fcfs,DistServe,1.0,32.48376797931269,28.43768939096481,36.52984656766057,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,fcfs,DistServe,1.25,35.93768556509167,31.94820596743375,39.92716516274959,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,fcfs,DistServe,1.5,38.079056930262595,34.18002950306982,41.97808435745537,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,fcfs,DistServe,1.75,40.103966808877885,36.449515517801046,43.75841809995472,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,fcfs,DistServe,2.0,41.64695967454463,38.2374620474875,45.05645730160177,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,fcfs,DistServe,2.25,43.04233763506636,39.72991789225489,46.35475737787783,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,fcfs,DistServe,2.5,44.06363338464871,40.72723922599107,47.40002754330635,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,fcfs,DistServe,2.75,44.9866561521776,41.76134864985943,48.211963654495776,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,fcfs,DistServe,3.0,45.654177197255194,42.48542472068221,48.822929673828185,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,phase,PhaseServe,1.0,11.847441814374179,9.595282199792564,14.099601428955792,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,phase,PhaseServe,1.25,15.73537315428257,13.054844861850142,18.415901446714997,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,phase,PhaseServe,1.5,18.432610602583736,15.583718506619334,21.281502698548135,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,phase,PhaseServe,1.75,20.401434877421707,17.40962003916502,23.39324971567839,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,phase,PhaseServe,2.0,22.103447184432298,19.20646103657782,25.000433332286775,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,phase,PhaseServe,2.25,23.43685037875548,20.6426772903651,26.23102346714586,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,phase,PhaseServe,2.5,24.52964975265786,21.780562648549676,27.278736856766045,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,phase,PhaseServe,2.75,25.396221848670393,22.76902613323182,28.023417564108968,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,phase,PhaseServe,3.0,26.081611797213554,23.476004315540195,28.68721927888691,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,fcfs,DistServe,1.0,50.53187590604648,48.684498308226466,52.379253503866494,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,fcfs,DistServe,1.25,58.05972260795534,55.48720801435411,60.63223720155656,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,fcfs,DistServe,1.5,62.93185394676402,59.802315063774586,66.06139282975346,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,fcfs,DistServe,1.75,66.75079870363697,63.56759840901941,69.93399899825454,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,fcfs,DistServe,2.0,69.52859439142048,66.40877133887261,72.64841744396836,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,fcfs,DistServe,2.25,71.75449298322201,68.66452289372683,74.84446307271719,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,fcfs,DistServe,2.5,73.55312614375725,70.36567155551165,76.74058073200285,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,fcfs,DistServe,2.75,75.06109149986878,71.95046229939908,78.17172070033848,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,fcfs,DistServe,3.0,76.2177007785067,73.10354225616902,79.33185930084437,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,phase,PhaseServe,1.0,28.88440788909793,28.600549140945077,29.16826663725078,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,phase,PhaseServe,1.25,36.868098319508135,36.09039209783077,37.6458045411855,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,phase,PhaseServe,1.5,42.02994334837422,40.67916850466281,43.380718192085624,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,phase,PhaseServe,1.75,45.72890467196703,44.07811124622822,47.37969809770584,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,phase,PhaseServe,2.0,48.61787596810609,46.962593174539506,50.27315876167267,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,phase,PhaseServe,2.25,50.87760450551286,49.23142929933965,52.523779711686075,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,phase,PhaseServe,2.5,52.66120315110311,51.0509289521724,54.27147735003382,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,phase,PhaseServe,2.75,54.12112575490028,52.59185288567096,55.65039862412959,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,phase,PhaseServe,3.0,55.2710440531373,53.73742813616991,56.804659970104694,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,fcfs,DistServe,1.0,2.672699010372162,2.6430613517761232,2.7023366689682007,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,fcfs,DistServe,1.25,2.732553120718027,2.6520505738755067,2.8130556675605476,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,fcfs,DistServe,1.5,2.800265390914865,2.6456192553043367,2.954911526525393,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,fcfs,DistServe,1.75,2.7969332221740237,2.6453855993847055,2.948480844963342,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,fcfs,DistServe,2.0,2.795499115499357,2.6431061108907064,2.9478921201080084,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,fcfs,DistServe,2.25,2.7936708888349435,2.6426386122281356,2.9447031654417515,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,fcfs,DistServe,2.5,2.7951501260589193,2.646604457559685,2.943695794558153,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,fcfs,DistServe,2.75,2.7935184221947567,2.6428588608279826,2.9441779835615307,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,fcfs,DistServe,3.0,2.795630129651787,2.646178283294042,2.945081976009533,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,phase,PhaseServe,1.0,0.8577721819850719,0.8485046156889035,0.8670397482812404,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,phase,PhaseServe,1.25,0.9212468480380873,0.8645074224099517,0.9779862736662228,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,phase,PhaseServe,1.5,0.8782580184051767,0.8671688362956047,0.8893472005147487,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,phase,PhaseServe,1.75,0.8882960516959428,0.8665553290396929,0.9100367743521928,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,phase,PhaseServe,2.0,0.897918229107745,0.8683250332251191,0.9275114249903708,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,phase,PhaseServe,2.25,0.897250779531896,0.8689705293625594,0.9255310297012328,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,phase,PhaseServe,2.5,0.8983450251165777,0.8708606075495482,0.9258294426836072,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,phase,PhaseServe,2.75,0.8936867959331721,0.8626815930008889,0.9246919988654554,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,phase,PhaseServe,3.0,0.8986398368841038,0.8680470133200288,0.9292326604481786,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,fcfs,DistServe,1.0,5.967900953954086,5.419239016715437,6.516562891192734,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,fcfs,DistServe,1.25,5.988869367167354,5.43865424930118,6.539084485033527,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,fcfs,DistServe,1.5,5.940183621481992,5.4252577412407845,6.4551095017232,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,fcfs,DistServe,1.75,5.937150224810466,5.427496317774057,6.446804131846875,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,fcfs,DistServe,2.0,5.928592491080053,5.4189007722307,6.438284209929407,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,fcfs,DistServe,2.25,5.9231637448538095,5.418607363943011,6.427720125764608,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,fcfs,DistServe,2.5,5.936938433791511,5.437778119929135,6.436098747653887,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,fcfs,DistServe,2.75,5.928449523169547,5.417163066798821,6.4397359795402735,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,fcfs,DistServe,3.0,5.923177174990997,5.420477255713195,6.425877094268799,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,phase,PhaseServe,1.0,2.191495801031124,1.875689888256602,2.5073017138056457,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,phase,PhaseServe,1.25,2.2106037779012695,1.8758281741756944,2.5453793816268444,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,phase,PhaseServe,1.5,1.8851960571482778,1.8740690771955997,1.896323037100956,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,phase,PhaseServe,1.75,1.8289165316382423,1.7856109896674752,1.8722220736090096,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,phase,PhaseServe,2.0,1.8464790885336697,1.8188275087159127,1.8741306683514267,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,phase,PhaseServe,2.25,1.841648630797863,1.8111379055771977,1.8721593560185283,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,phase,PhaseServe,2.5,1.8419901916058736,1.8121691322885456,1.8718112509232017,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,phase,PhaseServe,2.75,1.84135851560859,1.8097476817201823,1.872969349496998,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,phase,PhaseServe,3.0,1.8430911372415721,1.814527654554695,1.8716546199284496,s/token,1.0,3.0
